종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"102120","어보브반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"17459653","500","8729826500","원(KRW)","최원","02-2193-2200","충청북도 청원군 오창읍 각리1길 93- "
"238120","얼라인드","KOSDAQ","기술성장기업부","기술성장기업","032703","사진장비 및 광학기기 제조업","12",,"7189448","500","3594724000","원(KRW)","정연철","031-478-4185","경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 "
"019990","에너토크","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"9756088","500","4878044000","원(KRW)","장기원","02-555-0883","경기도 여주군  능서면 능여로 344 "
"041440","에버다임","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"17915944","500","8957972000","원(KRW)","전병찬","(043)530-3300","충청북도 진천군  진천읍 부영길 49 "
"038680","에스넷","KOSDAQ","우량기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"16075215","500","8037607500","원(KRW)","박효대, 장병강","02  -3469-2939","서울특별시 강남구 선릉로 514 성원빌딩 "
"217480","에스디생명공학","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"22415066","500","11207533000","원(KRW)","박설웅","02-583-1846","서울특별시 강서구 마곡중앙8로1길 66 - "
"121890","에스디시스템","KOSDAQ","투자주의환기종목(소속부없음)",,"032602","전자부품 제조업","12",,"9609200","500","4804600000","원(KRW)","박철웅","070-8299-5926","경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)"
"097780","에스맥","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"261145602","200","52229120400","원(KRW)","조경숙","031-895-2100","경기도 평택시 산단로 241- "
"042110","에스씨디","KOSDAQ","우량기업부",,"032805","가정용 기기 제조업","12",,"48329564","500","24164782000","원(KRW)","오길호","031 -329 -5555","경기도 용인시 처인구  남사면 형제로17번길 21 "
"298060","에스씨엠생명과학","KOSDAQ","기술성장기업부","기술성장기업","032102","의약품 제조업","12",,"11875615","500","5937807500","원(KRW)","이병건","032-881-3600","인천광역시 연수구 갯벌로145번길 7-7 (송도동, 에스씨엠생명과학(주))"
"065420","에스아이리소스","KOSDAQ","투자주의환기종목(소속부없음)",,"020501","석탄 광업","12",,"66340075","100","6634007500","원(KRW)","Ten Sun Ok(전순옥)","02-780-2388","서울특별시 종로구 새문안로 68 9층 "
"103230","에스앤더블류","KOSDAQ","관리종목(소속부없음)",,"032901","일반 목적용 기계 제조업","12",,"7200000","500","3600000000","원(KRW)","정우진","051-205-7411","부산광역시 사하구  다대로170번길 29 "
"900080","에스앤씨엔진그룹","KOSDAQ","투자주의환기종목(소속부없음)",,"116409","기타 금융업","12",,"123759593","무액면","641928600","중국위안(CNY)","천진산","852-2940-7730","235 Wing Lok Street，Hong Kong Unit 26B, 235 Wing Lok Street Trade Centre"
"101490","에스앤에스텍","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21451447","500","10725723500","원(KRW)","정수홍","053-589-1600","대구광역시 달서구  호산동로 42 "
"095910","에스에너지","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"14742182","500","7371091000","원(KRW)","홍성민, 박상민 각자대표이사","070-4339-7100","경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)"
"275630","에스에스알","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"5930038","500","2965019000","원(KRW)","고필주","02-6959-0129","서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) "
"031330","에스에이엠티","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"99995067","500","49997533500","원(KRW)","박두진","02-3458-9000","서울특별시 강남구  영동대로 315 대경빌딩 "
"060540","에스에이티","KOSDAQ","중견기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"26133306","500","13066653000","원(KRW)","정성원","031-450-1400","경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)"
"056190","에스에프에이","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"35908760","500","17954380000","원(KRW)","김영민","031-379-1793","경기도 화성시 동탄면 영천로 38 "
"080000","에스엔유","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"34322870","500","17161435000","원(KRW)","박제순","041-536-1500","충청남도 아산시 둔포면 아산밸리남로 124 "
"041510","에스엠","KOSDAQ","우량기업부",,"105902","오디오물 출판 및 원판 녹음업","12",,"23452501","500","11726250500","원(KRW)","이성수, 탁영준","02-6240-9800","서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트"
"007820","에스엠코어","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"20033946","500","10016973000","원(KRW)","이응상","02-2090-9273","서울특별시 마포구  마포대로 20 다보빌딩 "
"109610","에스와이","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"46869082","500","23434541000","원(KRW)","조두영, 서인성 (공동대표이사)","031-222-4028","서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩"
"306040","에스제이그룹","KOSDAQ","벤처기업부",,"031501","가죽, 가방 및 유사제품 제조업","12",,"9865828","500","4932914000","원(KRW)","이주영","02-3433-6518","서울특별시 강남구 언주로 337, 5층, 9층 (역삼동, 동영문화센터) "
"080440","에스제이케이","KOSDAQ","투자주의환기종목(소속부없음)",,"074607","기타 전문 도매업","12",,"13325960","500","6662980000","원(KRW)","김도윤","02-2106-2309","서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호"
"096630","에스코넥","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"65265724","200","13053144800","원(KRW)","박순관(단독대표이사)","031-799-0700","경기도 광주시  오포읍 마루들길172번길 30 "
"069510","에스텍","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"10910000","500","5455000000","원(KRW)","오인용","(055)370-2200","경상남도 양산시  유산공단9길 22 "
"041910","에스텍파마","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"11898263","500","5949131500","원(KRW)","김재철","031-831-4800","경기도 화성시 향남읍 발안공단로 25 "
"234300","에스트래픽","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"20826160","500","10413080000","원(KRW)","문찬종","031-601-3500","경기도 성남시 분당구 판교로 338(삼평동) "
"039440","에스티아이","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15830000","500","7915000000","원(KRW)","서인수, 이우석 (각자대표)","031-653-4380","경기도 안성시 공도읍 봉기길 1 "
"098660","에스티오","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"12500976","500","6250488000","원(KRW)","김흥수","02-2093-2500","서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)"
"052020","에스티큐브","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"30385009","500","15192504500","원(KRW)","정현진","02-551-3370","서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)"
"237690","에스티팜","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"18656000","500","9328000000","원(KRW)","김경진","02-527-6300","경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp"
"050760","에스폴리텍","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"16334678","500","8167339000","원(KRW)","이혁렬","043-536-9191","충청북도 진천군  덕산면 한삼로 275 에스폴리텍 "
"288620","에스퓨얼셀","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"6544316","500","3272158000","원(KRW)","전희권, 홍성민 각자대표이사","070-4613-4900","경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp"
"317830","에스피시스템스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8145700","100","814570000","원(KRW)","심상균, 심효준","055-371-5608","경상남도 양산시 어곡공단로 123 "
"058610","에스피지","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"20876975","500","10438487500","원(KRW)","이준호, 여영길(각자 대표이사)","(032)820-8200","인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)"
"043340","에쎈테크","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"72000000","500","36000000000","원(KRW)","조시영, 조경호","063-440-6561","전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)"
"054630","에이디칩스","KOSDAQ","벤처기업부",,"033309","그외 기타 제품 제조업","12",,"52808312","500","26404156000","원(KRW)","김미선","(031)463-7500","경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) "
"200710","에이디테크놀로지","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"13274598","500","6932057500","원(KRW)","김준석","031-776-7575","경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) "
"096690","에이루트","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"12649856","500","6324928000","원(KRW)","서문동군","070-5147-1886","경기도 오산시  가장산업동로 28-6 "
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"46246225","500","23123112500","원(KRW)","이상훈","031-8018-9800","경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) "
"195990","에이비프로바이오","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"251469584","500","125734792000","원(KRW)","양진상,IAN CHAN","053-582-8036","대구광역시 달성군 유가면 테크노중앙대로 139 "
"003800","에이스침대","KOSDAQ","우량기업부",,"033201","가구 제조업","12",,"11090000","1000","11090000000","원(KRW)","안성호","043 -877 -1881","경기도 성남시 중원구 사기막골로105번길 42 "
"088800","에이스테크","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"40957928","500","20478964000","원(KRW)","구관영,홍익표(각자대표)","032)458-1975","인천광역시 연수구 하모니로187번길 16 -"
"241840","에이스토리","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"9318240","500","4659120000","원(KRW)","이상백","02-2088-2585","서울특별시 마포구 월드컵북로 361 1111호 &nbsp;"
"138360","에이씨티","KOSDAQ","관리종목(소속부없음)",,"032004","기타 화학제품 제조업","12",,"34611984","500","17305992000","원(KRW)","김종서","031-695-8233","충청북도 음성군 삼성면 하이텍산단로 62 "
"039230","에이아이비트","KOSDAQ","투자주의환기종목(소속부없음)",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"110362573","500","55181286500","원(KRW)","박준일","02-6925-5195","서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)"
"312610","에이에프더블류","KOSDAQ","중견기업부",,"032802","일차전지 및 축전지 제조업","12",,"10128444","500","5064222000","원(KRW)","진정아",,"경상북도 칠곡군 왜관읍 공단로1길 51 "
"072990","에이치시티","KOSDAQ","벤처기업부",,"137209","기타 과학기술 서비스업","12",,"6927600","500","3463800000","원(KRW)","이수찬","031-645-6300","경기도 이천시 마장면 서이천로578번길 74 &nbsp"
"176440","에이치엔티","KOSDAQ","투자주의환기종목(소속부없음)",,"032602","전자부품 제조업","12",,"85739345","100","8573934500","원(KRW)","김도훈","031-739-7897","서울특별시 송파구 정의로 67 (문정동,MK타워 6층)"
"028300","에이치엘비","KOSDAQ","중견기업부",,"033101","선박 및 보트 건조업","12",,"53009937","500","26504968500","원(KRW)","진양곤","02-3453-4414","울산광역시 울주군  온산읍 당월로 216-53 "
"067630","에이치엘비생명과학","KOSDAQ","중견기업부",,"137201","건축기술, 엔지니어링 및 관련 기술 서비스업","12",,"47070453","500","23535226500","원(KRW)","진양곤, 남상우 (각자대표)","02-2627-6700","경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)"
"047920","에이치엘비제약","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"22222436","500","11111218000","원(KRW)","박재형, 전복환 각자대표","02-411-1514","경기도 남양주시 경강로 27 "
"043220","에이치엘비파워","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"91115377","500","45557688500","원(KRW)","임창윤, 김종원 / 각자대표이사","02-544-3301","서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) "
"239610","에이치엘사이언스","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"5142148","500","2571074000","원(KRW)","이해연","031-421-9903","경기도 화성시 봉담읍 동산재길 36 "
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","손혁","02-3787-2268","서울특별시 영등포구 국제금융로2길 28 "
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5115000","100","511500000","원(KRW)","허인석","02-3787-2537","서울특별시 영등포구 국제금융로2길 28 "
"044780","에이치케이","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18505787","500","9252893500","원(KRW)","계명재","031-350-2800","경기도 화성시 양감면 사릅재길 117 "
"071670","에이테크솔루션","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"10000000","500","5000000000","원(KRW)","유영목","031-350-8167","경기도 화성시  정남면 가장로 277 "
"045660","에이텍","KOSDAQ","우량기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"8260000","500","4130000000","원(KRW)","한가진","031-698-8800","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"224110","에이텍티앤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"5340000","500","2670000000","원(KRW)","신승영","031-698-8743","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"230980","에이트원","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"16279844","100","1627984400","원(KRW)","최철순","02-852-1007","경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) "
"021080","에이티넘인베스트","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"48000000","500","24000000000","원(KRW)","신기천, 이승용(각자대표)","02  -555 -0781","서울 강남구 삼성동 168-26 제일빌딩 2층 "
"089530","에이티세미콘","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"126615812","500","63307906000","원(KRW)","김형준","070-5208-5055","경기도 이천시 마장면 서이천로 138 - "
"200470","에이팩트","KOSDAQ","벤처기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"17553680","500","8776840000","원(KRW)","이성동","031-8046-1700","경기도 안성시 일죽면 서동대로 7280-26 &nbsp"
"073070","에이팸","KOSDAQ","관리종목(소속부없음)",,"033003","자동차 신품 부품 제조업","12",,"28711325","500","14355662500","원(KRW)","남상은","052-259-8331","울산 울주군 웅촌면 대대리 1644-295 "
"262260","에이프로","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"6880626","500","3440313000","원(KRW)","임종현","031-441-4001","경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 "
"109960","에이프로젠 H&G","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"178695217","500","89347608500","원(KRW)","김재섭","031-782-3422","경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) "
"089970","에이피티씨","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"23564595","100","2356459500","원(KRW)","최우형","031-645-1000","경기도 이천시 마장면 서이천로 58-47 "
"230240","에치에프알","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"12882020","500","6441010000","원(KRW)","정종민","031-712-7768","경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)"
"064510","에코마이스터","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"26691608","500","13345804000","원(KRW)","오상윤, 김종원(각자대표이사)","032-576-0501","인천광역시 서구 정서진로 117 &nbsp"
"230360","에코마케팅","KOSDAQ","벤처기업부",,"137103","광고업","12",,"32517874","100","3251787400","원(KRW)","김철웅","02-2182-1100","서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)"
"038870","에코바이오","KOSDAQ","중견기업부",,"147401","사업시설 유지·관리 서비스업","12",,"11610994","500","5805497000","원(KRW)","송효순","02-3483-2900","서울 서초구 서초동 1302-7 토탈에코빌딩 "
"128540","에코캡","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"14558800","100","1455880000","원(KRW)","최영천","052-264-1681","울산광역시 울주군 언양읍 반천반송산업로 137-66 "
"086520","에코프로","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"22090191","500","11045095500","원(KRW)","이동채","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 "
"247540","에코프로비엠","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"21035166","500","10517583000","원(KRW)","권우석","043-240-7700","충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 "
"038110","에코플라스틱","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"25669370","500","12834685000","원(KRW)","서영종,김영석","054-770-3255","경상북도 경주시  공단로69번길 30 에코플라스틱(주) "
"073540","에프알텍","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"11400000","500","5700000000","원(KRW)","남재국","031-470-1515","경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)"
"064850","에프앤가이드","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"12080000","500","6040000000","원(KRW)","김군호, 이철순","02-769-7700","서울특별시 강서구 마곡중앙2로 61 "
"064090","에프앤리퍼블릭","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"109894095","500","54947047500","원(KRW)","오창근","032-326-8052","서울특별시 강남구 영동대로 701 8F(청담동, W타워) "
"036810","에프에스티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"20233814","500","10116907000","원(KRW)","유장동","031-370-0700","경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티"
"173940","에프엔씨엔터","KOSDAQ","중견기업부",,"189001","창작 및 예술관련 서비스업","12",,"14364880","500","7182440000","원(KRW)","안석준, 한승훈(공동대표)","070-4659-0222","서울시 강남구 청담동 111 "
"083500","에프엔에스테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8385722","500","4192861000","원(KRW)","김팔곤, 양상재(공동대표)","041-584-4460","충청남도 천안시 서북구 직산읍 4산단2길 19 "
"054940","엑사이엔씨","KOSDAQ","중견기업부",,"064204","실내건축 및 건축마무리 공사업","12",,"33173548","500","16586774000","원(KRW)","구자극, 원종일 (각자 대표이사)","(02) 3289-5100","서울특별시 구로구  디지털로 288 "
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"36315527","무액면","0","미국달러(USD)","최영호","1-732-873-4040","65 Clyde Road Suite A Somerset NJ 08873, USA "
"205100","엑셈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"33882273","100","3388227300","원(KRW)","조종암","02-6203-6300","서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)"
"070300","엑스큐어","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"7366074","500","3683037000","원(KRW)","정우천","02-2082-0777","서울시 구로구 디지털로 306 대륭포스트타워2차 508호 "
"092870","엑시콘","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"10374180","500","5187090000","원(KRW)","박상준","031-696-3100","경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","기술성장기업","033309","그외 기타 제품 제조업","12",,"7583555","500","3791777500","원(KRW)","한정철","031-716-3670","경기도 성남시 분당구 정자일로 158, 604호 "
"067570","엔브이에이치코리아","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"29591785","500","15754388000","원(KRW)","곽정용,구자겸(각자 대표이사)","054-779-1822","울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) "
"236810","엔비티","KOSDAQ","기술성장기업부","기술성장기업","137103","광고업","12",,"8314948","100","831494800","원(KRW)","박수근","070-8895-9156","서울특별시 서초구 남부순환로347길 101 "
"101400","엔시트론","KOSDAQ","투자주의환기종목(소속부없음)",,"032601","반도체 제조업","12",,"32295909","500","16147954500","원(KRW)","이건범, 정인견(각자 대표이사)","02-6340-1000","경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)"
"217820","엔에스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"10769621","500","5384810500","원(KRW)","이세용","043-218-7056","충청북도 청주시 청원구 오창읍 각리1길 27 "
"031860","엔에스엔","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"52175423","500","26087711500","원(KRW)","최병철","02-2106-5417","서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)"
"310840","엔에이치스팩13호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3420000","100","342000000","원(KRW)","허환","02-750-5519","서울특별시 영등포구 여의대로 60 &nbsp"
"319400","엔에이치스팩14호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"8620000","100","862000000","원(KRW)","이준효","02-750-5777","서울특별시 영등포구 여의대로 60 8층"
"353190","엔에이치스팩16호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","이택수",,"서울특별시 영등포구 여의대로 60 "
"359090","엔에이치스팩17호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7010000","100","701000000","원(KRW)","이병훈",,"서울특별시 영등포구 여의대로 60 "
"365590","엔에이치스팩18호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4600000","100","460000000","원(KRW)","조선희","02-750-5777","서울특별시 영등포구 여의대로 60 NH투자증권 8층"
"265740","엔에프씨","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"8931800","100","893180000","원(KRW)","유우영","032-831-1091","인천광역시 연수구 갯벌로145번길 15-8 &nbsp"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","기술성장기업","137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12215562","1000","12215562000","원(KRW)","최대출","02-867-9798","서울특별시 구로구 디지털로 288 303호(구로동, 대륭포스트타워1차)"
"208860","엔지스테크널러지","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"10823168","500","5411584000","원(KRW)","박용선","02-1522-9060","서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 "
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8247200","500","4123600000","원(KRW)","손기영","043-652-2845","충청북도 제천시 바이오밸리로 59 &nbsp"
"182400","엔케이맥스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"34195056","500","17097528000","원(KRW)","박상우","031-603-9218","경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 "
"069410","엔텔스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"6899227","500","3449613500","원(KRW)","최영래","02-3218-1200","서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
"227950","엔투텍","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","06",,"58616478","100","5861647800","원(KRW)","김정민, 이욱재(각자대표)","02-3779-3129","경기도 안성시 원곡면 원당로 157 -"
"198080","엔피디","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"21535185","500","10767592500","원(KRW)","강명구","031-497-8112","경기도 안산시 단원구 시화벤처로 515 &nbsp"
"048830","엔피케이","KOSDAQ","중견기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"18723923","500","9361961500","원(KRW)","최상건, 최윤혁 각자 대표","031-730-0650","경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708"
"096870","엘디티","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"6678400","500","3339200000","원(KRW)","정재천","041-520-7300","충청남도 천안시 서북구  한들1로 126-33 "
"061970","엘비세미콘","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"43784592","500","21892296000","원(KRW)","박노만","031-680-1600","경기도 평택시 청북면 청북산단로 138 "
"138690","엘아이에스","KOSDAQ","투자주의환기종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"16085519","500","8042759500","원(KRW)","임태원","031-427-8492","경기도 안양시 동안구 엘에스로116번길 91 (호계동) "
"290650","엘앤씨바이오","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"21877008","500","10984502000","원(KRW)","이환철","031-776-2975","경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) "
"066970","엘앤에프","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"28058729","500","14029364500","원(KRW)","허제홍","(053)592-7300","대구광역시 달서구  달서대로91길 120 "
"156100","엘앤케이바이오","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"13270274","500","6635137000","원(KRW)","강국진,박근주(각자대표)","02-6717-1911","경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp"
"073110","엘엠에스","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"8895755","500","4522877500","원(KRW)","조성민","031-421-2345","경기도 평택시 진위면 진위산단로 53-73 "
"083310","엘오티베큠","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"16539093","500","8269546500","원(KRW)","오흥식","031-677-4431","경기도 오산시 지곶중앙로 1-20 -"
"297890","엘이티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"7109450","500","3554725000","원(KRW)","이흥근","041-549-8850","충청남도 아산시 음봉면 연암율금로 77-26 "
"037950","엘컴텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"84447519","500","42223759500","원(KRW)","김영훈","031-379-5258","경기 평택시 진위면 갈곶리 110-1 "
"170920","엘티씨","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"7674308","500","3837154000","원(KRW)","최호성","031-383-6525","경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) "
"058630","엠게임","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"19543877","500","9771938500","원(KRW)","권이형","02-523-5854","서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 "
"019590","엠벤처투자","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"63391489","500","31695744500","원(KRW)","홍성혁, 천승욱","02  -6000-5537","서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호"
